id,Тематика обращения,Дата создания,Категория,Муниципалитет ,Текст обращения
1575,Ямы Пролетарская - Тракторостроителей,2016-04-13 18:22:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Перекресток Пролетарская-Тракторостроителей. Это не дорога, а полигон."
1576,Мусор вокруг ограждения мусорных контейнеров,2016-04-13 13:08:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"Мусор лежит около недели, с контейнеров мусор увозят. Прошу обязать соответствующую организацию устранить данное нарушение. Приехал в гости, недоволен."
1577,Открытый люк (заброшен мусором),2016-04-13 10:53:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Шел вечером с работы домой. Проходил мимо остановки ""Лакомка"", вижу люк без ""башки"".Открытый колодец,забитый мусором. Железная конструкция от колодца в парочке метров.Никаких знаков, никакого ограждения. А если дети, животные,пожилые люди...?"
1578,Страшный запах в квартирах из-за подвала,2016-04-12 21:57:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"В выходные дни появился ужасный запах разложения в квартирах, долго искал источник, обнаружил, что запах попадает в квартиру через вентиляцию, спросил у соседей, тот же запах. В понедельник 11.04.16 обнаружил запах в подъезде, позвонил в УК ""Стандарт"", сказали, дело в канализации и они все устранили. Я засомневался и 12.04.16, спустился в подвальное помещение, вернее в нежилые помещения, увидел ужасную картину потопа,видно на фотографиях, пройдя немного вглубь меня встретил ужасный запах, вода, через которую невозможно пройти без резиновых сапог и тепло, что может привести к возникновению инфекций. Я боюсь за здоровье детей и соседей, живущих на первых этажах. Прошу принять меры."
1579,Парадный вход ТЦ Волжский,2016-04-11 14:54:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"Парковки возле ТЦ Волжский недостаточно. Люди паркуются в нарушение всех норм правил не только дорожного движения, но и пожарной безопасности. Требуется установка защитных сооружений для беспрепятственного прохода людей, а также препятствующих парковку на тротуаре."
1580,Подъездные пути и гостевая стоянка у Больничного комплекса на Тракторостроителей,2016-04-11 10:57:00,Социальная сфера,Министерство здравоохранения Чувашской Республики,"У крупного Больничного комплекса на Тракторостроителей совсем (!) отсутствует гостевая парковка. Подъезд к травмпункту закрыт шлакбаумом, туда можно заезжать только автомобилям скорой медпомощи и служебному транспорту. Даже проход для пешеходов мизерный и грязный. Как проходить через него людям на костылях, если все перекрыто шлагбаумом? Для кого эта пустующая стоянка внутри? Это травмпункт, туда привозят людей с травмами, ограниченных в передвижении не только на автомобилях скорой медпомощи, но и на частных. Как идти человеку на костылях через этот место да еще и когда гололед? Такой крупный медцентр, а парковки практически нет, все паркуются на дороге, создается толкучка. Зато для частных автомобилей медперсонала созданы все условия. Больница для кого? Для больных или для медиков?"
1581,Отопительный сезон. Топят как зимой!,2016-04-11 09:56:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"Добрый день, проживаю по адресу Энтузиастов д. 19/1, все неделю управляющая топит батареи как ""в последний раз"". Дома нечем дышать, нараспашку все окна и балкон, топим за свой счет улицу. Звонила в УК Озон с просьбой убавить, в ответ услышала как всегда хамство и в итоге вообще послали и бросили трубку. Для кого вообще существует Федеральный закон от 23 ноября 2009 г. N 261-ФЗ ""Об энергосбережении и о повышении энергетической эффективности ..."" статья 12, пункт 8. 
В отопительный сезон лицо, ответственное за содержание многоквартирного дома, обязано проводить действия, направленные на регулирование расхода тепловой энергии в многоквартирном доме в целях ее сбережения, при наличии технической возможности такого регулирования и при соблюдении тепловых и гидравлических режимов, а также требований к качеству коммунальных услуг, санитарных норм и правил..."
1582,"Захламленная территория, свалка .",2016-04-08 09:45:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"В это месте постоянно приезжают и гадят, просьба перекрыть въезд в это место, чтоб не заезжали ."
1583,Не возможно пройти по тротуару!,2016-04-08 09:20:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Здравствуйте! Не в первый раз обращаюсь с данной жалобой, по адресу вышеуказанному, между Мадагаскаром и Хевешским оврагом, по пешеходному тратуару невозможно пройти! Грязь с дороги обрызгивает прохожих и заложила весь тротуар, что невозможно пройти. Если раньше обходили пешеходы по газону, когда был снег, то сейчас когда все растаяло, и там просто болото и невозможно обойти. Пешеходам ничего не остаётся, как выходить на проезжую часть, что опасно! Пожалуйста, примите меры."
1584,"бордюры на правой стороне прилегающей дороги следующей за остановкой ""Четра""",2016-04-07 14:19:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Добрый день! 
 
Обращаю Ваше внимание, что на правой стороне прилегающей дороги к столовой №6, следующей за остановкой ""Четра"", при движении в сторону центра отсутствуют бордюры, поэтому транспортные средства заезжают на газон для стоянки или временной остановки, вследствие этого происходит загрязнение проезжей части прилегающей дороги, в том числе та часть проезжей части прилегающей дороги, которую пешеходы используют для перехода. 
На прилагаемом рисунке показана зона, где надо поставить бордюры. 
Прошу Вас принять меры по устранению вышеприведенного замечания. 
 
 
Заранее большое спасибо!"
1585,"пешеходная дорожка от остановки ""Четра""",2016-04-07 14:16:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Добрый день! 
Обращаю Ваше внимание, что на участке от остановки ""Четра"", которая расположена на стороне по направлению в центр, до прилегающей дороги, которая расположена по направлению к центру от остановки ""Четра"", отсутствует асфальтовое покрытие участка пешеходной дороги. 
 
Прошу Вас принять меры по устранению вышеприведенного замечания. 
 
Заранее большое спасибо!"
1586,Что будет с оврагом на Хевешской,2016-04-06 12:30:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Здравствуйте! Хотелось бы узнать, что будет на месте оврага на против тц ""Мадагаскар"". Сейчас там демонтируют рекламные щиты и обрезали кусты. Сообщите, пожалуйста, что там будет строится или какие меры принимаются для благоустройства данной территории? Спасибо"
1587,Фуры через Аликово,2016-04-06 04:44:00,Дороги,Министерство транспорта и дорожного хозяйства Чувашской Республики,"В последнее время сильно увеличился поток фур, проезжающих через Аликово. 40-тонные фуры едут через Аликово? чтобы не проходить весовой контроль и не платить за проезд по федеральным трассам по платону. Эти дороги и мосты не рассчитаны на 40-тонные транспортные средства. Куда смотрит ГИБДД и администрация? Остановите пожалуйста этот поток хотя бы весной, иначе мы останемся без дорог."
1588,"формальное отношение Администрации города Чебоксары к обращениям граждан, конкретно по заявке 10933",2016-04-05 14:56:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Мною лично на протяжение 2-х лет идут обращения с просьбой привести пешеходную дорожку в надлежащий вид. т.е. как минимум убрать лапы от забора с пешеходной дорожки.  
Мои обращения № 9939 от 19.01.2015 и № 10933 от 25.02.2016  
В результате моих обращений получаю постоянные отписки.  
По первому обращению № 9939 от 19.01.2015 Министерство строительства, архитектуры и жилищно-ком­мунального хозяйства Чувашской Республики написало, цитирую ""В адрес ОАО «Дорисс» администрацией города Чебоксары было направлено письмо об освобождении территории от металлических конструкций, находящихся на пешеходной дорожке.   
 Администрацией города Чебоксары совместно с ОАО «Дорисс» будут приняты меры по повышению уровня благоустройства вышеуказанной пешеходной дорожки в ближайшее время.""   
Где взять определение ближайшее время??? что за отписка? Год прошел а ваше ближайшее время не наступило.  
  
По второму обращению № 10933 от 25.02.2016 мотивированный отказ от Администрация г. Чебоксары  цитирую ""Ограждение установлено в пределах границ выделенного земельного участка."" Это у кого плохо с геометрией? или у вас столбы с ""лапами"" не входят в понятие ограждение? Найдите тогда хозяина этих ""лап"" и демонтируйте их.  
Будем ждать очередной отписки? или наконец то услышим точные сроки устранения данного безобразия в центре города?  
  
Во вложении находятся 2 файла, на одном специально для чиновников, принимающих решение красной линией выделил зону, где эти лапы мешают пешеходам, около 30% пешеходной дорожки перекрываются данными железными конструкциями."
1589,Грязь возле дороги,2016-04-04 15:45:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Дорога, начинающаяся от магазина Сахарок (Лебедева, 25А) вплоть до детских садов 164 и 165, абсолютно не пригодна для пешеходов. Чтобы с дороги попасть на тротуар, нужно пройти через грязь и лужи. Либо идти по дороге, где ездят машины. А возле 165 садика рядом с Лебедева 25 вообще месиво.  
Также по этому маршруту вплоть до 59 школы люки канализации вечно полуоткрыты."
1590,В работе,2016-03-31 14:25:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,Не производится уборка пешеходных тротуаров  по улице Гражданской. Люди вынуждены ходить по грязи и лужам.
1591,Дорога в школу №27-дубль №3,2016-03-31 11:51:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"На моё обращение 17.12.2015 был дан ответ, ссылка http://nk.cap.ru/?id=10783.  
По данным администрации г. Чебоксары по адресу г. Чебоксары, МБУ «Управление экологии» г. Чебоксары выдало ордер-разрешение на санитарную вырубку (обрезку) зеленых насаждений между гаражами и ограждением детского сада № 82 в адрес МБУ «Управление ЖКХ и благоустройства» г. Чебоксары для работы. 
 Вопрос!!! А кто вырубать заросли будет??? Или подождем когда пройдет мокрый снег, и под тяжестью налипшего снега дерево упадет на голову прохожего или ребенка идущего в школу???"
1592,Дорога в школу №27-дубль №2,2016-03-31 11:37:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"На моё обращение 11.12.2015, ссылка http://nk.cap.ru/?id=10808 был дан ответ, письмо во вложение. Но воз и ныне там! Начал таять снег, пошла грязь, скоро дети, проживающих в домах 4,6,8 по ул. Гузовского, пойдут в школу после каникул... и похоже как в деревне по грязи! Всё потому что застройщику ООО «Союзстройинвест» наплевать на всех и на всё!Вся грязь вывозиться со стройки и никто даже не думает мыть колеса. Вместо того чтобы благоустроить дорожку для пешеходов и детей, строители ставят свои машины! Во вложение фото 28.03.16 и 31.03.16. Снег быстро тает... 
16.12.2015(В адрес застройщика направлено обращение о приведении строительной площадки в соответствие с требованиями проектной документации (ПОС), ГОСТ 23407 «Ограждения инвентарные строительных площадок и участков производства строительно-монтажных работ. Технические условия» и п. 6.2.2 СНиП 12-03 «Безопасность труда в строительстве».  
  
 Осипов Д.Г., 23-50-80)"
1593,Неэффективная работа светофора,2016-03-30 07:03:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"При движении по Калининскому мосту от МегаМолла к Дому мод на перекрестке с улицей Ярославской возле бани №1 при загорании допсекции налево для движения прямо горит красный свет светофора. Обычно это делается, когда встречная полоса тоже поворачивает налево по допсекции. Но на данном перекрестке движение разрешено только прямо. Раньше по встречной полосе налево поворачивал автобус №7 при движении в сторону залива, сейчас его маршрут изменен и он едет прямо по улице Ярославской через улицу Дзержинского. Просьба настроить светофор, разрешив движение прямо при работе допсекции налево, т.к. встречное движение с поворотом налево отсутствует, либо разрешить поворот налево для машин, движущихся от ДомаМод к Калининскому мосту, т.к. движение прямо при работе допсекции налево отсутствует."
1594,Машины сваливают мусор,2016-03-29 00:47:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"По улице Ярмарочная вдоль оврага различные машины постоянно сваливают мусор. Оссобено это происходит ранним утром, бывает, что даже ночью. Свалка в центре города. Сколько это будет продолжаться."
1595,"""Ӳнер музейӗ | Художественный музей"" чарӑнура чӑвашли ят хӑми ҫукки.",2016-03-24 13:54:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"""Ӳнер музейӗ | Художественный музей"" чарӑнура чӑвашли ят хӑми ҫук."
1596,"""Ашмарин урамӗ, 61"" пӗр чӗлхепе кӑна ҫырса хуни.",2016-03-23 21:38:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Ашмарин урамӗнчи 61-ш ҫурт ҫинчи ""Ашмарин урамӗ / улица Ашмарина"" кӑтарткӑч пӗр чӗлхепе кӑна ҫырса хунӑ."
1597,"""Ашмарин урамӗ, 59"" пӗр чӗлхепе кӑна ҫырса хуни.",2016-03-23 21:36:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Ашмарин урамӗнчи 59-ш ҫурт ҫинчи ""Ашмарин урамӗ / улица Ашмарина"" кӑтарткӑч пӗр чӗлхепе кӑна ҫырса хунӑ."
1598,"""Рихард Зорге урамӗ, 10"" йӑнӑшлӑ ҫырса хуни.",2016-03-23 21:13:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Рихард Зорге урамӗнчи 10-ш ҫурт ҫинчи ""Рихард Зорге урамӗ, 10 / улица Рихарда Зорге 10"" кӑтарткӑч йӑнӑшлӑ ҫырса хунӑ."
1599,Начисление за электроэнергию,2016-03-23 18:28:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"За последние 2 месяца (январь-февраль)в счет за оплату электроэнергии в графе ""Общедомовые нужды"" начисляют почти 30 кВт, что составляет примерно половину того, что мы потребляем в своей квартире. Среднее потребление электроэнергии нашей квартирой составляет 70-90 кВт. При обращении в Чебоксарское межрайонное отделение АО ""Чувашская энергосбытовая компания"" по этому поводу было сказано, что не все передают показания счетчика. Однако в соседнем доме такая же ситуация не смотря на то, что показания счетчика во всех квартирах записываются и передаются старшим по дому. При этом данная компания, по их же словам, снимает показания общедомового счетчика один раз в пол года. На каком основании они выставляют данные в графу ОДН? Если только на нашу квартиру (32 квадратных метра) рассчитали такое количество кВт (30), то в сумме с дома на такое количество электроэнергии можно было бы, наверно, осветит стадион..."
1600,Стоянка ТС перед пешеходным переходом,2016-03-23 11:41:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"На пр. Мира около ост. Пр. И. Яковлева постоянно припаркованы грузовые и легковые автомобили непосредственно перед пешеходным переходом. Закрывая обзор водителям, они создают аварийную обстановку, так как за ними не видно приближающегося к переходу прохожего."
1601,"Уборка территории Шумилова д.17, Шумилова д.21",2016-03-23 08:51:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Уборка территории в ужасном состоянии, гололед, колеи (ни проехать, ни пройти), лужы по колено"
1602,"Ошибка в написании адреса ""Рихард Зорге, 10"".",2016-03-22 21:50:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,Адресная табличка на доме номер 10 по улице Рихарда Зорге написана с ошибкой.
1603,Качество оказания услуг в поликлинике,2016-03-14 15:20:00,Социальная сфера,Министерство здравоохранения Чувашской Республики,"1. Отсутствует нормальная организация работы врачей. Получаешь талон без времени и сидишь по 1,5-2 часа в очереди. Если твой терапевт внезапно заболела, почему нет дежурного терапевта, который может заменить врача? 2. Исчезли бахилы из коридоров, видимо, до следующей проверки минздрава? 3. На дверях кабинетов нет графика приёма врачей (например  221 кабинет). 4. Куда пропали сестринские посты?  5. Г-жа Ефимова И. П., может Вам стоит иногда проходить по коридорам ЛУ и исполнять свои должностные обязанности или покинуть этот пост..."
1604,Не чистят дороги,2016-03-12 12:22:00,Благоустройство и инфраструктура,Администрация Мариинско-Посадского района Чувашской Республики,"Не чистят дороги от снега в деревне (например, улица Хуторская). Невозможно проехать до дома. Небезопасно с противопожарной точки зрения"
1605,Ремонт дорог,2016-03-12 05:00:00,Дороги,Администрация Аликовского района Чувашской Республики,"В 2014 году администрация Ефремкасинского сельского поселения отрапортовала о большой проделанной работе по ремонту дорог на территории сельского поселения, но огромную яму перед самим зданием поселения ""не увидели"". На этом месте был ""лежачий полицейский"", который не соответствовал техническим требованиям. После аварии со смертельным исходом ""полицейского"" убрали вместе с асфальтом. Не этом месте за несколько лет выросла большая яма. По этой дороге ездят многотонные грузовики, перевозящие молочные продукты из местного молокоприемного пункта, хотя дорога не предназначена для движения таких машин. 
В 2014 году обращались через сайт в администрацию Аликовского района. Нам был дан ответ, что в июле 2014 года дорога будет отремонтирована. С тех пор прошло 1,5 года, и яма стала еще больше."
1606,Бесхозный терминал,2016-03-11 15:35:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Недалеко от перекрестка ул. Энтузиастов-ул. М.Залка установлен платежный терминал. Данный терминал не работает долгое время и притягивает желающих приклеить свое объявление. Прошу городские власти обратить внимание на данный терминал, может его пора демонтировать?"
1607,Бездействие УК Платина,2016-03-10 09:45:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"На лестничной площадке 10 этажа 2 подъезда с потока течет вода, на полу лужа. Обращение диспетчер УК Платина принимает, но вода продолжает течь."
1608,Оплата за отопление и тепло,2016-03-09 11:49:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"Здравствуйте. К вам обращается жительница дома по адресу Президентский бульвар дом 1/15 квартира 47. Прошу проверить ООО «Жилкомсервис-1»: правильно ли начислена плата за отопление за февраль 2016 года в размере 3121 рубль 6 копеек и горячая вода в размере 530 рублей 30 копеек. Почему в справочной информации по приборам учета в квитанции за октябрь и ноябрь 2015 года в графе отопление на общедомовые нужды отсутствуют показания по теплу в разделе текущее? За февраль 2016 года в графе ГВС теплоноситель общедомовые нужды также отсутствуют показания в графе текущее. Прошу произвести проверку и сделать перерасчет квартплаты. За февраль 2016 года квартплата не оплачена, за другие месяцы оплата произведена."
1609,В работе,2016-03-08 12:29:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"В юго-западном районе на пешеходных тротуарах лужи, грязь в перемешку с подтаявшим снегом. Вместо того, чтобы это убирать, ДОРЭКС продолжает сыпать песчано-солевую смесь в лужи, надеясь, что песок сделает за них работу, тем самым доставляя больше неудобств людям. Достаточно просто убрать."
1610,Киоски-сараи как в 90ых,2016-03-04 21:09:00,Бизнес,Администрация Ленинского района Чувашской Республики города Чебоксары,"По ул. Кадыкова 11А рядом с магазином «Магнит» на территории парковки и тротуарной дорожке началась какая-то хаотичная установка непонятных павильонов-будок, похожих на киоски из 90ых. Раньше здесь был стихийный рынок, затем все убрали, построили два торговых центра, где можно продавать все, что угодно и оказывать любые услуги. И что, теперь времена этих киосков-сараев возвращаются? Кто дает разрешения на установку подобных будок, портящих вид, проход и проезд? Построили два больших торговых центра, можно же все размещать там, зачем ставить еще эти неэстетичные сараи, еще и на территории прохода людей или парковки автомобилей? Мы что в деревне живем?"
1611,Где освещение?,2016-03-04 11:53:00,Дороги,Министерство транспорта и дорожного хозяйства Чувашской Республики,"Добрый день! 
По Вурнарскому шоссе в г.Чебоксары отсутствует освещение, хотя в конце лета - осенью были поставлены фонарные столбы и даже некоторое врем был свет. Но освещение было недолгим и на сегодняшний день его просто нет. Сейчас там в темное время суток и в сырую погоду абсолютно ничего не видно, так же ""дорога"" не является таковой, так как состоит из одних ям, в которой легко можно оставить все колеса автомобиля. На этом шоссе несколько пешеходных переходов, в отсутствии освещения они достаточно опасны. Видимо это освещение сделали на случай если вдруг по этому шоссе решит проехать кто-то из высокопоставленных гостей, например Дмитрий Анатольевич Медведев, а для обычных граждан будем экономить электричество.  
Прошу Вас немедленно включить освещение и привести дорожно полотно в порядок!!!"
1612,Не посыпают пешеходные дорожки,2016-03-01 12:08:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Пешеходные дорожки не посыпаны песком. На тротуарах гололед. Невозможно ходить. Упал чуть не сломал руку! Требую ответа от ""Дорэкс"""
1613,Бродячие собаки,2016-02-28 18:05:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"Здравствуйте! Просим избавить ЖК Альгешево-1, в частности, дворы домов 5к1, 5к2 по ул. Гоголя от бродячих собак."
1614,"Испортили центр города МФК по ул. К.Маркса, 48, *проект* (4э, 13э, 24э, 2015-2018)",2016-02-25 14:27:00,Благоустройство и инфраструктура,Администрация Ленинского района Чувашской Республики города Чебоксары,"День добрый. К вам уже обращался год назад. Обращение 9939 от 19.01.2015. От Министерство строительства, архитектуры и жилищно-коммунального хозяйства Чувашской Республики был получен ответ 30.01.2015, по факту обычная отмазка. Ничего не поменялось, где они там увидели надлежащий вид, загадка. Ближайшее время на приведение пешеходной дорожки уже давно прошло. Вы планируете как то влиять на ситуацию и улучшать ситуацию к лучшему?  Суть обращения.Не знаю уже куда обращаться, вроде уже много куда написал, а результата ноль. Посреди города организуется строительство совсем не дешевого жилья МФК по ул. К.Маркса, 48, *проект* (4э, 13э, 24э, 2015-2018), а забор поставили..... слов подобрать не могу. Ворота скоро свалятся на пешеходов. Информации о том, что должно проводится, за забором нет. Ну а как поставили забор выкладываю фото. У кого замылен взгляд поясню что меня возмущает. ""Лапы"" от забора установленны на пешеходной дорожке, углы у ""лап"" острые, это что за пешеходная дорожка с препятствиями в центре города? С учетом сроков строительства я так понимаю ближайшие пару лет будем это наблюдать? а была нормальная дорожка.... с интересными столбами освещения по обе стороны, даже фонтан со скамейками когда то был...   Так же во вложении отписка министерства строительства, архитектуры и жкх"
1615,Ужасное состояние дороги,2016-02-25 14:12:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"По улице Малоярославская от светофора до парковки ""Дом Торговли"" очень плохое состояние дорожного полотна. Прошу посодействовать устранению ям на дороге."
1616,Сквозной проезд и стоянка на детской площадке,2016-02-25 11:03:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"На детской площадке  устроили стоянку авто.Машины для сокращения пути проезжают по детской игровой площадке, организовав сквозной проезд. Очень опасно выпускать детей, т.к. всё начинает таять,вся грязь разносится и на тротуары. Прошу принять меры по запрету заезда на детскую площадку"
1617,повторное обращение #10803,2016-02-24 17:10:00,Жилищно-коммунальные услуги,Государственная жилищная инспекция Чувашской Республики,"На дворе уже 2016 год, февраль месяц. До сих пор не установлена входная дверь, сколько можно это терпеть? П.В.Дементьева 1, 4 подьезд"
1618,Электроэнергия,2016-02-20 18:47:00,Благоустройство и инфраструктура,Администрация Чебоксарского района Чувашской Республики,"В деревне Василькасы очень плохое качество э/энергии, сидим как при свечах,низкое напряжение, не работают холодильник и газовый котел. Это продолжается уже много- много лет. Особенно это заметно в холодное время года и по выходным дням."
1619,Невозможно переходить дорогу,2016-02-17 08:23:00,Дороги,Администрация Ленинского района Чувашской Республики города Чебоксары,"ост. улица Гастелло. По регулируемому пешеходному переходу невозможно перейти дорогу. Возле тротуаров с обоих сторон огромные лужи и лед на тротуаре. Там не переходить, а переплывать надо! А чтобы на тротуар пройти нужно иметь скалолазные ботинки с шипами!"
