street,house
"Текстильщиков, ул.",4
"Текстильщиков, ул.",5/8
"Текстильщиков, ул.",6
"Текстильщиков, ул.",7/7
"Текстильщиков, ул.",8
"Текстильщиков, ул.",8Д
"Текстильщиков, ул.",8к16
"Текстильщиков, ул.",8к17
"Текстильщиков, ул.",8к52
"Текстильщиков, ул.",8стрА
"Текстильщиков, ул.",9
"Текстильщиков, ул.",9а
"Текстильщиков, ул.",10
"Текстильщиков, ул.",11
"Текстильщиков, ул.",12
"Текстильщиков, ул.",12стрА
"Текстильщиков, ул.",13
"Текстильщиков, ул.",13стрА
"Текстильщиков, ул.",14
"Текстильщиков, ул.",15
"Текстильщиков, ул.",17
"Текстильщиков, ул.",18
"Текстильщиков, ул.",19
"Текстильщиков, ул.",21
"Текстильщиков, ул.",23
"Текстильщиков, ул.",25
"Тельмана, ул.",1А
"Тельмана, ул.",2
"Тельмана, ул.",4
"Тельмана, ул.",4стрА
"Тельмана, ул.",5
"Тельмана, ул.",7
"Тельмана, ул.",8
"Тельмана, ул.",9
"Тельмана, ул.",10
"Тельмана, ул.",11
"Тельмана, ул.",12
"Тельмана, ул.",13
"Тельмана, ул.",14
"Тельмана, ул.",15
"Тельмана, ул.",17
"Тельмана, ул.",18
"Тельмана, ул.",19
"Тельмана, ул.",20
"Тельмана, ул.",21
"Тельмана, ул.",22
"Тельмана, ул.",23
"Тельмана, ул.",25
"Тельмана, ул.",27
"Тельмана, ул.",28
"Тельмана, ул.",29
"Тельмана, ул.",30
"Тельмана, ул.",31
"Тельмана, ул.",32
"Тельмана, ул.",33
"Тельмана, ул.",33стрА
"Тельмана, ул.",34
"Тельмана, ул.",34к1
"Тельмана, ул.",36
"Тельмана, ул.",37
"Тельмана, ул.",39
"Тельмана, ул.",40
"Тельмана, ул.",41
"Тельмана, ул.",41стрА
"Тельмана, ул.",42
"Тельмана, ул.",44
"Тельмана, ул.",45
"Тельмана, ул.",47
"Тельмана, ул.",48
"Тельмана, ул.",49
"Тельмана, ул.",50
"Тельмана, ул.",51
"Тельмана, ул.",54
"Тельмана, ул.",55
"Тельмана, ул.",56
"Тельмана, ул.",57
"Тельмана, ул.",58
"Тельмана, ул.",60
"Тельмана, ул.",61
"Тельмана, ул.",62
"Тельмана, ул.",63
"Тельмана, ул.",64
"Тельмана, ул.",66
"Тельмана, ул.",67
"Тельмана, ул.",68
"Тельмана, ул.",69
"Тельмана, ул.",71/9
"Тельмана, ул.",72
"Тельмана, ул.",74
"Тельмана, ул.",75
"Тельмана, ул.",77
"Тельмана, ул.",78
"Тельмана, ул.",80
"Тельмана, ул.",82
"Тельмана, ул.",84
"Тельмана, ул.",86
"Тельмана, ул.",90
"Тельмана, ул.",91
"Тельмана, ул.",92
"Тельмана, ул.",93
"Тельмана, ул.",94
"Тельмана, ул.",95
"Тельмана, ул.",96
"Тельмана, ул.",97
"Тельмана, ул.",98
"Тельмана, ул.",99
"Тельмана, ул.",100
"Тельмана, ул.",101
"Тельмана, ул.",101стрБ
"Тельмана, ул.",101стрВ
"Тельмана, ул.",103
"Тельмана, ул.",103Б
"Тельмана, ул.",103стрВ
"Тельмана, ул.",104
"Тельмана, ул.",105
"Тельмана, ул.",105А
"Тельмана, ул.",105Б
"Тельмана, ул.",106
"Тельмана, ул.",107
"Тельмана, ул.",108
"Тельмана, ул.",109
"Тельмана, ул.",111
"Тельмана, ул.",113
"Тельмана, ул.",115
"Тельмана, ул.",117
"Тельмана, ул.",119
"Тельмана, ул.",121
"Тельмана, ул.",122
"Тельмана, ул.",123
"Тельмана, ул.",124
"Тельмана, ул.",125
"Тельмана, ул.",126
"Тельмана, ул.",127
"Тельмана, ул.",128
"Тельмана, ул.",129
"Тельмана, ул.",130
"Тельмана, ул.",131
"Тельмана, ул.",132
"Тельмана, ул.",133
"Тельмана, ул.",134
"Тельмана, ул.",135
"Тельмана, ул.",136
"Тельмана, ул.",136стрА
"Тельмана, ул.",137
"Тельмана, ул.",138
"Тельмана, ул.",139
"Тельмана, ул.",140
"Тельмана, ул.",140Б
"Тельмана, ул.",141
"Тельмана, ул.",142
"Тельмана, ул.",143
"Тельмана, ул.",144
"Тельмана, ул.",144стрА
"Тельмана, ул.",145
"Тельмана, ул.",146
"Тельмана, ул.",147
"Тельмана, ул.",148
"Тельмана, ул.",149
"Тельмана, ул.",150
"Тельмана, ул.",151
"Тельмана, ул.",151А
"Тельмана, ул.",152
"Тельмана, ул.",153
"Тельмана, ул.",154
"Тельмана, ул.",155
"Тельмана, ул.",156
"Тельмана, ул.",157
"Тельмана, ул.",159
"Тельмана, ул.",160
"Тельмана, ул.",161
"Тельмана, ул.",162
"Тельмана, ул.",163
"Тельмана, ул.",164
"Тельмана, ул.",165
"Тельмана, ул.",166
"Тельмана, ул.",167
"Тельмана, ул.",168
"Тельмана, ул.",169
"Тельмана, ул.",170
"Тельмана, ул.",171
"Тельмана, ул.",173
"Тельмана, ул.",175
"Тельмана, ул.",177
"Тельмана, ул.",179
"Тельмана, ул.",181
"Тельмана, ул.",183
"Тельмана, ул.",185
"Тенистая, ул.",1
"Тенистая, ул.",2
"Тенистая, ул.",4
"Тенистая, ул.",5
"Тенистая, ул.",6
"Тенистая, ул.",7
"Тенистая, ул.",8
"Тенистая, ул.",9
"Тенистая, ул.",10
"Тенистая, ул.",11
"Тенистая, ул.",12
"Тенистая, ул.",13
"Тенистая, ул.",14
"Тенистая, ул.",15
"Тенистая, ул.",16
"Тенистая, ул.",17
"Тенистая, ул.",18
"Тенистая, ул.",19
"Тенистая, ул.",20
"Тенистая, ул.",21
"Тенистая, ул.",22
"Тенистая, ул.",23
"Тенистая, ул.",24
"Тенистая, ул.",25
"Тенистая, ул.",26
"Тенистая, ул.",27
"Тимирязева, ул.",3
"Тимирязева, ул.",4
"Тимирязева, ул.",6
"Тимофея Кривова, ул.",3
"Тимофея Кривова, ул.",4
"Тимофея Кривова, ул.",4а
"Тимофея Кривова, ул.",4б
"Тимофея Кривова, ул.",5
"Тимофея Кривова, ул.",6
"Тимофея Кривова, ул.",6а
"Тимофея Кривова, ул.",6б
"Тимофея Кривова, ул.",6в
"Тимофея Кривова, ул.",6д
"Тимофея Кривова, ул.",6к1
"Тимофея Кривова, ул.",7
"Тимофея Кривова, ул.",7к1
"Тимофея Кривова, ул.",8
"Тимофея Кривова, ул.",8к1
"Тимофея Кривова, ул.",9
"Тимофея Кривова, ул.",10
"Тимофея Кривова, ул.",11/1
"Тимофея Кривова, ул.",12
"Тимофея Кривова, ул.",12а
"Тимофея Кривова, ул.",13
"Тимофея Кривова, ул.",13а
"Тимофея Кривова, ул.",13г
"Тимофея Кривова, ул.",14
"Тимофея Кривова, ул.",14стрА
"Тимофея Кривова, ул.",15
"Тимофея Кривова, ул.",15а
"Тимофея Кривова, ул.",16
"Тимофея Кривова, ул.",17
"Тимофея Кривова, ул.",18
"Тимофея Кривова, ул.",19
"Тимофея Кривова, ул.",19а
"Тимофея Кривова, ул.",20
"Тимофея Кривова, ул.",21
"Тимофея Кривова, ул.",22/13
"Тимофея Кривова, ул.",22к1
"Токарёва, ул.",5стрА
"Токарёва, ул.",18
"Токмакова, пер.",1/21
"Токмакова, пер.",2/23
"Токмакова, пер.",3
"Токмакова, пер.",4
"Токмакова, пер.",5
"Токмакова, пер.",6
"Токмакова, пер.",7
"Токмакова, пер.",8
"Токмакова, пер.",9
"Токмакова, пер.",10
"Токмакова, пер.",11
"Токмакова, пер.",12
"Токмакова, пер.",13
"Токмакова, пер.",14
"Токмакова, пер.",15
"Токмакова, ул.",1/86
"Токмакова, ул.",2
"Токмакова, ул.",3
"Токмакова, ул.",5
"Токмакова, ул.",6
"Токмакова, ул.",7
"Токмакова, ул.",8
"Токмакова, ул.",9
"Токмакова, ул.",10
"Токмакова, ул.",11
"Токмакова, ул.",12
"Токмакова, ул.",13/93
"Токмакова, ул.",14/91
"Токмакова, ул.",15
"Токмакова, ул.",17
"Токмакова, ул.",18
"Токмакова, ул.",19
"Токмакова, ул.",20
"Токмакова, ул.",22
"Токмакова, ул.",24
"Токмакова, ул.",25
"Токмакова, ул.",26
"Токмакова, ул.",27
"Тополиная, ул.",5
"Тополиная, ул.",7
"Тополиная, ул.",9
"Тополиная, ул.",11
"Тополиная, ул.",11А
"Тополиная, ул.",13
"Тополиная, ул.",15
"Тополиная, ул.",17
"Тракторная, ул.",1/16
"Тракторная, ул.",2/18
"Тракторная, ул.",3
"Тракторная, ул.",4
"Тракторная, ул.",5
"Тракторная, ул.",6
"Тракторная, ул.",7
"Тракторная, ул.",10
"Тракторная, ул.",11
"Тракторная, ул.",12
"Тракторная, ул.",13/44
"Тракторная, ул.",14/46
"Тракторная, ул.",15
"Тракторная, ул.",16
"Тракторная, ул.",17
"Тракторная, ул.",18
"Тракторная, ул.",19
"Тракторная, ул.",20/24
"Тракторная, ул.",21
"Тракторная, ул.",22/19
"Тракторная, ул.",23/22
"Тракторная, ул.",24
"Тракторная, ул.",25/17
"Тракторная, ул.",26
"Тракторная, ул.",27
"Тракторная, ул.",28
"Тракторная, ул.",29
"Тракторная, ул.",31
"Тракторная, ул.",32
"Тракторная, ул.",33
"Тракторная, ул.",34
"Тракторная, ул.",36
"Тракторная, ул.",37
"Тракторная, ул.",38
"Тракторная, ул.",39
"Тракторная, ул.",40/46
"Тракторная, ул.",41
"Тракторная, ул.",43
"Тракторная, ул.",45/44
"Тракторный, пер.",2
"Тракторный, пер.",3
"Тракторный, пер.",4
"Тракторный, пер.",5
"Тракторный, пер.",6
"Тракторный, пер.",7
"Тракторостроителей, пр-т",1/34
"Тракторостроителей, пр-т",1/34к1
"Тракторостроителей, пр-т",3
"Тракторостроителей, пр-т",4
"Тракторостроителей, пр-т",5
"Тракторостроителей, пр-т",6
"Тракторостроителей, пр-т",6Б
"Тракторостроителей, пр-т",7
"Тракторостроителей, пр-т",8
"Тракторостроителей, пр-т",8А
"Тракторостроителей, пр-т",9
"Тракторостроителей, пр-т",10
"Тракторостроителей, пр-т",10к1
"Тракторостроителей, пр-т",11
"Тракторостроителей, пр-т",12
"Тракторостроителей, пр-т",12А
"Тракторостроителей, пр-т",14
"Тракторостроителей, пр-т",14/1
"Тракторостроителей, пр-т",14Б
"Тракторостроителей, пр-т",14к2
"Тракторостроителей, пр-т",16
"Тракторостроителей, пр-т",16А
"Тракторостроителей, пр-т",16к1
"Тракторостроителей, пр-т",16к2
"Тракторостроителей, пр-т",17
"Тракторостроителей, пр-т",17А
"Тракторостроителей, пр-т",18
"Тракторостроителей, пр-т",19
"Тракторостроителей, пр-т",20/32Б
"Тракторостроителей, пр-т",21
"Тракторостроителей, пр-т",22
"Тракторостроителей, пр-т",22А
"Тракторостроителей, пр-т",23
"Тракторостроителей, пр-т",24
"Тракторостроителей, пр-т",24А
"Тракторостроителей, пр-т",25
"Тракторостроителей, пр-т",26
"Тракторостроителей, пр-т",27
"Тракторостроителей, пр-т",28
"Тракторостроителей, пр-т",29
"Тракторостроителей, пр-т",30
"Тракторостроителей, пр-т",30А
"Тракторостроителей, пр-т",30Б
"Тракторостроителей, пр-т",30к1
"Тракторостроителей, пр-т",31
"Тракторостроителей, пр-т",31A
"Тракторостроителей, пр-т",32
"Тракторостроителей, пр-т",32А
"Тракторостроителей, пр-т",33
"Тракторостроителей, пр-т",34
"Тракторостроителей, пр-т",34А
"Тракторостроителей, пр-т",34к1
"Тракторостроителей, пр-т",34к2
"Тракторостроителей, пр-т",34к3
"Тракторостроителей, пр-т",35
"Тракторостроителей, пр-т",35/19
"Тракторостроителей, пр-т",35А
"Тракторостроителей, пр-т",36
"Тракторостроителей, пр-т",36А
"Тракторостроителей, пр-т",36к1
"Тракторостроителей, пр-т",37
"Тракторостроителей, пр-т",38
"Тракторостроителей, пр-т",38к1
"Тракторостроителей, пр-т",39
"Тракторостроителей, пр-т",39А
"Тракторостроителей, пр-т",39Б
"Тракторостроителей, пр-т",43
"Тракторостроителей, пр-т",45
"Тракторостроителей, пр-т",45А
"Тракторостроителей, пр-т",46
"Тракторостроителей, пр-т",46к1
"Тракторостроителей, пр-т",47
"Тракторостроителей, пр-т",47/9
"Тракторостроителей, пр-т",48
"Тракторостроителей, пр-т",48Б
"Тракторостроителей, пр-т",48В
"Тракторостроителей, пр-т",48г
"Тракторостроителей, пр-т",49
"Тракторостроителей, пр-т",50
"Тракторостроителей, пр-т",50А
"Тракторостроителей, пр-т",50Б
"Тракторостроителей, пр-т",51
"Тракторостроителей, пр-т",52
"Тракторостроителей, пр-т",52к1
"Тракторостроителей, пр-т",53
"Тракторостроителей, пр-т",54
"Тракторостроителей, пр-т",54к1
"Тракторостроителей, пр-т",56
"Тракторостроителей, пр-т",56к1
"Тракторостроителей, пр-т",56к2
"Тракторостроителей, пр-т",56к3
"Тракторостроителей, пр-т",58
"Тракторостроителей, пр-т",58к1
"Тракторостроителей, пр-т",58к2
"Тракторостроителей, пр-т",59
"Тракторостроителей, пр-т",60
"Тракторостроителей, пр-т",61
"Тракторостроителей, пр-т",62
"Тракторостроителей, пр-т",63/21
"Тракторостроителей, пр-т",63А
"Тракторостроителей, пр-т",64
"Тракторостроителей, пр-т",64к1
"Тракторостроителей, пр-т",65
"Тракторостроителей, пр-т",66
"Тракторостроителей, пр-т",66Б
"Тракторостроителей, пр-т",67
"Тракторостроителей, пр-т",67а
"Тракторостроителей, пр-т",67к1
"Тракторостроителей, пр-т",68
"Тракторостроителей, пр-т",69
"Тракторостроителей, пр-т",69А
"Тракторостроителей, пр-т",69Б
"Тракторостроителей, пр-т",70
"Тракторостроителей, пр-т",70к1
"Тракторостроителей, пр-т",70к2
"Тракторостроителей, пр-т",70к3
"Тракторостроителей, пр-т",71
"Тракторостроителей, пр-т",71А
"Тракторостроителей, пр-т",72
"Тракторостроителей, пр-т",72Б
"Тракторостроителей, пр-т",73
"Тракторостроителей, пр-т",73к1
"Тракторостроителей, пр-т",75
"Тракторостроителей, пр-т",76
"Тракторостроителей, пр-т",77
"Тракторостроителей, пр-т",78
"Тракторостроителей, пр-т",78к1
"Тракторостроителей, пр-т",79
"Тракторостроителей, пр-т",81
"Тракторостроителей, пр-т",81А
"Тракторостроителей, пр-т",81Б
"Тракторостроителей, пр-т",83
"Тракторостроителей, пр-т",85
"Тракторостроителей, пр-т",89
"Тракторостроителей, пр-т",95А
"Тракторостроителей, пр-т",95Б
"Тракторостроителей, пр-т",95В
"Тракторостроителей, пр-т",99
"Тракторостроителей, пр-т",101
"Тракторостроителей, пр-т",101Б
"Тракторостроителей, пр-т",101Г
"Тракторостроителей, пр-т",101к1
"Тракторостроителей, пр-т",101к2
"Тракторостроителей, пр-т",101к3
"Тракторостроителей, пр-т",101к5
"Тракторостроителей, пр-т",103А
"Тракторостроителей, пр-т",104
"Тракторостроителей, пр-т",105
"Тракторостроителей, пр-т",105А
"Тракторостроителей, пр-т",108
"Тракторостроителей, пр-т",112
"Тракторостроителей, пр-т",112А
"Тракторостроителей, пр-т",115
"Тракторостроителей, пр-т",118А
"Тракторостроителей, пр-т",119
"Тракторостроителей, пр-т",121
"Тракторостроителей, пр-т",121А
"Тракторостроителей, пр-т",123
"Тракторостроителей, пр-т",129
"Тракторостроителей, пр-т",131
"Тракторостроителей, пр-т",поз33
"Тракторостроителей, пр-т",поз38
"Тракторостроителей, пр-т",поз39
"Тракторостроителей, пр-т",поз4
"Тракторостроителей, пр-т",поз40
"Тракторостроителей, пр-т",поз42
"Тракторостроителей, пр-т",поз5
"Тракторостроителей, пр-т",поз52
"Тракторостроителей, пр-т",поз6
"Трудовая, ул.",4/22
"Трудовая, ул.",5
"Трудовая, ул.",7
"Трудовая, ул.",8
"Трудовая, ул.",9
"Трудовая, ул.",10
"Трудовая, ул.",12
"Трудовая, ул.",15
"Тургенева, ул.",1
"Тургенева, ул.",2
"Тургенева, ул.",3
"Тургенева, ул.",4
"Тургенева, ул.",5
"Тургенева, ул.",6
"Тургенева, ул.",7
"Тургенева, ул.",8
"Тургенева, ул.",9
"Тургенева, ул.",10
"Тургенева, ул.",11
"Тургенева, ул.",12
"Тургенева, ул.",13
"Тургенева, ул.",14
"Тургенева, ул.",15
"Тургенева, ул.",16
"Тургенева, ул.",17
"Тургенева, ул.",17стрА
"Тургенева, ул.",18
"Тургенева, ул.",19
"Тургенева, ул.",20
"Тургенева, ул.",21
"Тургенева, ул.",23
"Тургенева, ул.",24
"Тургенева, ул.",25
"Тургенева, ул.",26
"Тургенева, ул.",27
"Тургенева, ул.",28
"Тургенева, ул.",29
"Тургенева, ул.",30
"Тургенева, ул.",31
"Тургенева, ул.",32
"Тургенева, ул.",33
"Тургенева, ул.",34
"Тургенева, ул.",36
"Тургенева, ул.",38
"Тургенева, ул.",38А
"Тургенева, ул.",38Б
"Тургенева, ул.",40
"Тургенева, ул.",42
"Тургенева, ул.",46
"Тургенева, ул.",48
"Тютчева, ул.",1
"Тютчева, ул.",2
"Тютчева, ул.",3
"Тютчева, ул.",4
"Тютчева, ул.",5
"Тютчева, ул.",6
"Тютчева, ул.",7
"Тютчева, ул.",8
"Тютчева, ул.",9
"Тютчева, ул.",10
"Тютчева, ул.",11
"Тютчева, ул.",12
"Тютчева, ул.",13
"Тютчева, ул.",14
"Тютчева, ул.",16
"Тютчева, ул.",17
"Тютчева, ул.",18
"Тютчева, ул.",19
"Тютчева, ул.",20
"Тютчева, ул.",21
"Тютчева, ул.",22
"Тютчева, ул.",23
"Тютчева, ул.",24
"Тютчева, ул.",25
"Тютчева, ул.",26
"Тютчева, ул.",27
"Тютчева, ул.",28
"Тютчева, ул.",29
"Тютчева, ул.",30
"Тютчева, ул.",31
"Тютчева, ул.",32
"Тютчева, ул.",33
"Тютчева, ул.",34
"Тютчева, ул.",35
"Тютчева, ул.",36
"Тютчева, ул.",37
"Тютчева, ул.",38
"Тютчева, ул.",39
"Тютчева, ул.",40
"Тютчева, ул.",40стрБ
"Тютчева, ул.",41
"Тютчева, ул.",42
"Тютчева, ул.",44
"Тютчева, ул.",45
"Тютчева, ул.",46
"Тютчева, ул.",47
"Тютчева, ул.",48
"Тютчева, ул.",49
"Тютчева, ул.",49А
"Тютчева, ул.",50
"Тютчева, ул.",51
"Тютчева, ул.",52
"Тютчева, ул.",53
"Тютчева, ул.",54
"Тютчева, ул.",55
"Тютчева, ул.",56
"Тютчева, ул.",57
"Тютчева, ул.",58
"Тютчева, ул.",59
"Тютчева, ул.",60
"Тютчева, ул.",61
"Тютчева, ул.",62
"Тютчева, ул.",64
"Тютчева, ул.",64А
"Тютчева, ул.",66
"Тютчева, ул.",68
"Тютчева, ул.",90
"Тютчева, ул.",100
"Тютчева, ул.",104
"Узорная, ул.",1/34
"Узорная, ул.",2/32
"Узорная, ул.",3
"Узорная, ул.",4
"Узорная, ул.",5
"Узорная, ул.",6
"Узорная, ул.",7
"Узорная, ул.",8
"Узорная, ул.",9
"Узорная, ул.",10
"Узорная, ул.",11
"Узорная, ул.",12
"Узорная, ул.",13
"Узорная, ул.",14
"Узорная, ул.",16
"Университетская, ул.",2
"Университетская, ул.",4
"Университетская, ул.",5
"Университетская, ул.",7
"Университетская, ул.",7к1
"Университетская, ул.",7к2
"Университетская, ул.",7стрА
"Университетская, ул.",8
"Университетская, ул.",9
"Университетская, ул.",9к1
"Университетская, ул.",10
"Университетская, ул.",11
"Университетская, ул.",13
"Университетская, ул.",14
"Университетская, ул.",14А
"Университетская, ул.",14к1
"Университетская, ул.",15
"Университетская, ул.",16
"Университетская, ул.",17
"Университетская, ул.",18
"Университетская, ул.",19
"Университетская, ул.",20
"Университетская, ул.",20Б
"Университетская, ул.",20к1
"Университетская, ул.",21
"Университетская, ул.",22
"Университетская, ул.",23
"Университетская, ул.",23стрА
"Университетская, ул.",24
"Университетская, ул.",24стрг
"Университетская, ул.",25
"Университетская, ул.",27
"Университетская, ул.",28
"Университетская, ул.",29
"Университетская, ул.",30
"Университетская, ул.",31
"Университетская, ул.",32/70
"Университетская, ул.",33
"Университетская, ул.",34
"Университетская, ул.",34к1
"Университетская, ул.",34стрА
"Университетская, ул.",34стрБ
"Университетская, ул.",35
"Университетская, ул.",35А
"Университетская, ул.",36
"Университетская, ул.",38
"Университетская, ул.",38к1
"Университетская, ул.",38к2
"Университетская, ул.",38к3
"Университетская, ул.",38к4
"Университетская, ул.",38стрА
"Университетская, ул.",38стрБ
"Университетская, ул.",38стрг
"Университетская, ул.",38стрД
"Университетская, ул.",38стрИ
"Университетская, ул.",41А
"Университетская, ул.",44
"Университетская, ул.",46
"Университетская, ул.",48
"Университетская, ул.",49
"Университетская, ул.",50
"Университетская, ул.",52
"Урукова, ул.",1
"Урукова, ул.",1к1
"Урукова, ул.",1стрА
"Урукова, ул.",2
"Урукова, ул.",2стрА
"Урукова, ул.",2стрв
"Урукова, ул.",3
"Урукова, ул.",3к1
"Урукова, ул.",4
"Урукова, ул.",5
"Урукова, ул.",6
"Урукова, ул.",7
"Урукова, ул.",7к1
"Урукова, ул.",8
"Урукова, ул.",9
"Урукова, ул.",10
"Урукова, ул.",11
"Урукова, ул.",11стрА
"Урукова, ул.",12
"Урукова, ул.",13
"Урукова, ул.",14А
"Урукова, ул.",15
"Урукова, ул.",15к1
"Урукова, ул.",16
"Урукова, ул.",17
"Урукова, ул.",18
"Урукова, ул.",18стрА
"Урукова, ул.",19
"Урукова, ул.",24
"Усадская, ул.",9
"Усадская, ул.",11
"Усадская, ул.",13
"Усадская, ул.",15
"Усадская, ул.",17
"Усадская, ул.",18А
"Усадская, ул.",19
"Усадская, ул.",21
"Усадская, ул.",23
"Усадская, ул.",25
"Усадская, ул.",42
"Усадская, ул.",46
"Усадская, ул.",47
"Усадская, ул.",48
"Усадская, ул.",50
"Усадская, ул.",52
"Усадская, ул.",54
"Усадская, ул.",56
"Усадская, ул.",58
"Усадская, ул.",60
"Усадская, ул.",62
"Усадская, ул.",64
"Усадская, ул.",64стрА
"Усадская, ул.",66
"Усадская, ул.",66А
"Усадская, ул.",68
"Усадская, ул.",68стрА
"Усадская, ул.",70
"Усадская, ул.",70стрА
"Усадская, ул.",72
"Усадская, ул.",74
"Усадская, ул.",76
"Усадская, ул.",78стрА
"Усадская, ул.",80
"Усадская, ул.",93
"Усадская 2-я, ул.",10
"Учительская, ул.",2
"Учительская, ул.",3
"Учительская, ул.",4
"Учительская, ул.",6
"Учительская, ул.",7
"Учительская, ул.",8
"Учительская, ул.",9
"Учительская, ул.",10
"Учительская, ул.",12
"Учительская, ул.",14
"Учительская, ул.",16
"Учительская, ул.",17
"Учительская, ул.",18
"Учительская, ул.",19
"Учительская, ул.",20
"Учительская, ул.",22
"Учительская, ул.",23
"Учительская, ул.",23стрА
"Учительская, ул.",24
"Учительская, ул.",26
"Учительская, ул.",28
"Учительская, ул.",30
"Учительская, ул.",32
"Учительская, ул.",34
"Учительская, ул.",36
"Учительская, ул.",38
"Учительская, ул.",40
"Учительская, ул.",42
"Учительская, ул.",44
"Учительская, ул.",46
"Учительская, ул.",48
"Учительская, ул.",50
"Учительская, ул.",52
"Учительская, ул.",54
"Учительская, ул.",56
"Учительская, ул.",58
"Учительская, ул.",60
"Учительская, ул.",66
"Учительский, пер.",1
"Учительский, пер.",2
"Учительский, пер.",3
"Учительский, пер.",4
"Учительский, пер.",5
"Учительский, пер.",6
"Учительский, пер.",7
"Учительский, пер.",8
"Учительский, пер.",9
"Учительский, пер.",10
"Учительский, пер.",11
"Учительский, пер.",12
"Ушинского, ул.",1
"Ушинского, ул.",3
"Ушинского, ул.",5
"Ушинского, ул.",6
"Ушинского, ул.",7
"Ушинского, ул.",8
"Ушинского, ул.",9
"Ушинского, ул.",10
"Ушинского, ул.",11
"Ушинского, ул.",12
"Ф. Орлова, ул.",1/66
"Ф. Орлова, ул.",2/64
"Ф. Орлова, ул.",3
"Ф. Орлова, ул.",4
"Ф. Орлова, ул.",5
"Ф. Орлова, ул.",6
"Ф. Орлова, ул.",7/59
"Ф. Орлова, ул.",8/57
"Ф. Орлова, ул.",9/34
"Ф. Орлова, ул.",10/32
"Ф. Орлова, ул.",11
"Ф. Орлова, ул.",12
"Ф. Орлова, ул.",13/67
"Ф. Орлова, ул.",14/63
"Ф. Орлова, ул.",15/60
"Ф. Орлова, ул.",17
"Ф. Орлова, ул.",18
"Ф. Орлова, ул.",19
"Ф. Орлова, ул.",21
"Ф. Орлова, ул.",22
"Ф. Орлова, ул.",23
"Ф. Орлова, ул.",24
"Ф. Орлова, ул.",25
"Ф. Орлова, ул.",27/17
"Ф. Орлова, ул.",28/15
"Ф. Орлова, ул.",29
"Ф. Орлова, ул.",30
"Ф. Орлова, ул.",31/9
"Ф. Орлова, ул.",32
"Ф. Орлова, ул.",33/10
"Ф. Орлова, ул.",34
"Ф. Орлова, ул.",35
"Ф. Орлова, ул.",37/9
"Фёдора Гладкова, ул.",1стрА
"Фёдора Гладкова, ул.",1стрБ
"Фёдора Гладкова, ул.",2
"Фёдора Гладкова, ул.",3
"Фёдора Гладкова, ул.",3Б
"Фёдора Гладкова, ул.",6
"Фёдора Гладкова, ул.",7
"Фёдора Гладкова, ул.",7стрБ
"Фёдора Гладкова, ул.",9
"Фёдора Гладкова, ул.",10
"Фёдора Гладкова, ул.",11
"Фёдора Гладкова, ул.",13стрА
"Фёдора Гладкова, ул.",15
"Фёдора Гладкова, ул.",15Б
"Фёдора Гладкова, ул.",15стрА
"Фёдора Гладкова, ул.",17
"Фёдора Гладкова, ул.",17А
"Фёдора Гладкова, ул.",18А
"Фёдора Гладкова, ул.",19
"Фёдора Гладкова, ул.",20
"Фёдора Гладкова, ул.",22
"Фёдора Гладкова, ул.",23
"Фёдора Гладкова, ул.",24
"Фёдора Гладкова, ул.",25
"Фёдора Гладкова, ул.",25А
"Фёдора Гладкова, ул.",26
"Фёдора Гладкова, ул.",27
"Фёдора Гладкова, ул.",27к3
"Фёдора Гладкова, ул.",27стрА
"Фёдора Гладкова, ул.",28
"Фёдора Гладкова, ул.",29
"Фёдора Гладкова, ул.",29В
"Фёдора Гладкова, ул.",30
"Фёдора Гладкова, ул.",31
"Фёдора Гладкова, ул.",32
"Фёдора Гладкова, ул.",33
"Фёдора Гладкова, ул.",34
"Фёдора Гладкова, ул.",36
"Фёдора Гладкова, ул.",36стрА
"Фёдора Гладкова, ул.",38
"Фёдора Павлова, ул.",1/84
"Фёдора Павлова, ул.",3
"Фёдора Павлова, ул.",5
"Фёдора Павлова, ул.",7
"Фёдора Павлова, ул.",9
"Фёдора Павлова, ул.",11
"Фёдора Павлова, ул.",13/79
"Фёдора Павлова, ул.",15/46
"Фёдора Павлова, ул.",17
"Фёдора Павлова, ул.",19
"Фёдора Павлова, ул.",21
"Фёдора Павлова, ул.",23
"Фёдора Павлова, ул.",25/87
"Фёдора Павлова, ул.",27/78
"Фёдора Павлова, ул.",29
"Фёдора Павлова, ул.",31
"Фёдора Павлова, ул.",33
"Фёдора Павлова, ул.",37
"Фёдора Павлова, ул.",39/41
"Филиппа Лукина, ул.",1
"Филиппа Лукина, ул.",3
"Филиппа Лукина, ул.",4
"Филиппа Лукина, ул.",4А
"Филиппа Лукина, ул.",5
"Филиппа Лукина, ул.",6
"Филиппа Лукина, ул.",6В
"Фруктовая, ул.",4
"Фруктовая, ул.",5
"Фруктовая, ул.",7
"Фруктовая, ул.",8
"Фруктовая, ул.",10
"Фруктовая, ул.",11
"Фруктовая, ул.",12
"Фруктовая, ул.",16
"Фруктовая, ул.",18
"Фруктовая, ул.",19
"Фруктовая, ул.",21
"Фруктовая, ул.",23
"Фруктовая, ул.",25
"Фруктовая, ул.",27
"Фруктовая, ул.",29
"Фруктовая, ул.",31
"Фруктовая, ул.",31стрА
"Фруктовая, ул.",33
"Фруктовая, ул.",35
"Фруктовая, ул.",37
"Фруктовая, ул.",39
